WKI_WorkItemNumber,WKI_Status,WKI_Summary,WKI_SystemCreateTimeUtc,FH_CompletionStatement,P9_Status,P9_ActualDate,P9_Description,P9_Type,CodingTime,details,Classification,Explanation,product_area_raw,product_area_canonical,product_candidate,feature_description
WI00885947,CLS,[TF] Permit Posting and Discard Tax Trans WHEN no Rate for Tax Rate Source = ORG,19-03-2025 23:54,Publish,CLS,11-07-2025,Publish Update Note,DEP,37.91666667,"TB 20-Mar-25 10:15 GMT+11:00:     SCOPE of Change    Permit Posting of INV and CRD   WHEN Tax Transaction Tax ID Rate Source is 'ORG'   AND no rate exists on the Organisation for the Tax Date    > Discard Tax Transaction WHEN Tax ID rate source = 'ORG' and no rate exists on the organsiation for the Tax Date    > Applies to all invoicing (eg. Miscelleaneous, Job Invoice, Consol Invoice, Periodic Invoice)      Our problem:  Sometimes we prevent posting when no Org Rate exists, other times we permit posting.  We have different behaviours in different parts of the system and this inconsistency is bad System currently prevents posting and shows an error in some places (eg. Fowarding shipment)  and shows a warning and proceeds with posting in other places (eg. periodic invoice)    Change Required when Tax ID Rate Source = ORG  When Tax ID Rate source = ORG  (organisation rate only)  AND no org rate exists for the relevant Tax Date  Discard Tax Transaction   Allow posting to proceed.    Note:  KEEP error and prevent posting for other ""scenarios"" where we currently prevent posting when no rate exists (possibly Rate Source = TID)    ",,,,,[TF] Permit Posting and Discard Tax Trans WHEN no Rate for Tax Rate Source = ORG,
WI00801884,CLS,"IE AES - Post Transition - E1401, E1404, E1406",11-09-2024 7:52,Publish UPN,CLS,26-11-2024,Publish Update Note,DEP,22.31666667,"Done: Post Transition period, for IE AES the rules E1401, E1404 and E1406 should not be applied.  Link to Spec: HYPERLINK ""https://wisetechglobal.sharepoint.com/:w:/r/sites/DevelopmentCustomsTeam/Shared%20Documents/EU/IE/AES%20(Export)/Post%20Transition%20Rules/WI00801884%20%E2%80%93%20IE%20AES%20%E2%80%93%20Post%20Transition%20%E2%80%93%20E1401,%20E1404,%20E1406.docx?d=w1b7d65cb12ca4986be6936e700c2df74&csf=1&web=1&e=lbhxZl"" WI00801884 – IE AES – Post Transition – E1401, E1404, E1406.docx    MTB 09-Oct-24 09:55 GMT+01:00:   Added patch tasks. This is compliance work.     TKJ 14-Nov-24 08:41 GMT+00:00: ",,,,,IE AES,"Post Transition - E1401, E1404, E1406"
WI00938184,CLS,CC:Improve Result Message & Display Error Logs/Reasons in the Cycle Count Module,16-07-2025 5:38,Publish Update Note,CLS,30-10-2025,Publish Update Note,DEP,200.6666667,"TG1 16-Jul-25 15:37 GMT+10:00:     Chunk from HYPERLINK ""https://ediprod.cw.wisetechglobal.com/link/ShowEditForm/WorkItem/f29324bc-fa6d-442a-8b00-e38ed6cfc771?lang=en-gb"" WI00934788 - Cycle Count UX Improvement      TG1 10-Jul-25 11:20 GMT+10:00:     We have identified several areas for improvement within the Cycle Count module to enhance clarity, usability, and user experience:    1) Improve Result Message on Variance Acceptance  When a user accepts a cycle count variance, the system displays the message:  “Please check the following results: Location xxxxx – Variance is accepted successfully.”    This is misleading. In reality, once a variance is approved, it triggers a service task, and validation is not immediate. If an issue occurs during processing, the Authorized Action will display an error, and the status remains OPN    Update the message to reflect the actual process. Suggested revised message:  “Please check the following results: Location xxxxx – Request has been submitted and is in the processing queue.      2) Display Error Logs/Reasons in the Cycle Count Module  Currently When an error occurs during cycle count processing, users must go back to the Service Task in CW to view the error log and reason.  Proposed Enhancement:  Expose error logs and reasons directly within the Cycle Count module, improving error traceability.      J25 14-Aug-25 11:49 GMT+10:00:  Changes as follows:   Make a WhsCycleCountLocation + Note relation   Port adhoc view (WhsCycleCountLocationForModule) columns onto the WhsCycleCountLocation entity.   Swap SDT to use the entity -> keep column parity/behavior -> Notes row action should be automatically added.   Pass entity logs into the new notes entity.   Add “View Notes” entry from the cycle count variance page and ensure this matches with the correct Cycle Count task.      Refer to spikes:  https://github.com/WiseTechGlobal/CargoWise.Shared/pull/4618/files  https://github.com/WiseTechGlobal/Glow/pull/8501/files",minor,Minor tweak to existing behaviour,CC,CC,Improve Result Message & Display Error Logs/Reasons in the Cycle Count Module,
WI00822021,CLS,PP: Export the Print Package Sequence in Order Universal XML,27-10-2024 21:24,Publish Update Note,CLS,04-04-2025,Publish Update Note,DEP,61.23333333,"RDZ 19-Mar-25 12:59 GMT+08:00:   For functional review please test:  For order which pick is Cartonised.  The packages only set sequences after select ""(Re)Print All Package Labels"".    MMC 03-Dec-24 11:21 GMT+11:00:   Done Statement:  Print Sequence is exported in Order Universal XML    Technical Suggestion:  Package Sequence is not currently designed to work across package Jobs (Orders). That being said there is a ""PackageSequenceType"" property on the PackingParent which determines how the sequencing is set, which gives a bit of precedent on allowing a change.    I would suggest adding a new PackageSequenceType of ""Consolidated"" or similar to refer to the Package Sequence being across multiple Jobs.    If the PackageSequenceType is Consolidated, then the PackageSequencer does not set the sequence of the package ever. Any new package manually added will simply have a sequence of 0 (not sequenced).  PackageSequenceType is Consolidated if the order's pick is Cartonised.  Package Sequence should get set when Print All Package Labels is clicked. The Pick can't have any changes when clicking this menu, it should then sort the packages in the order they're currently sorted, set the Package Sequence and then save.  Then it should build the Doc Pack as before except sort by the sequence which was set just previously.    Reprinting should do the same, in case resequencing was necessary (maybe some packages were deleted).    Lastly export the Package Sequence as the ""ItemNo"" property on the PackingLing Universal Data Object.    CKR 28-Oct-24 08:24 GMT+11:00:     Current Functionality: The Package print Sequence is currently not stored in the system.    Desired Functionality: When using Package Label Allocation, the packages are created in the same sequence as the labels are printed. This sequence number is stored as a 0against the package (package sequence field), and that field can be exported in the Order UXML.    Planning Poker Notes:    25/10/24: Declined as a CR7 (too expensive) - Advised client we will still add it to the roadmap",,,PP,Warehouse / Product & Pricing,Export the Print Package Sequence in Order Universal XML,
WI00894087,WRK,Update note: CargoWise upgrade package 25.4.7 released,08-04-2025 5:21,Publish,CLS,14-04-2025,Publish Update Note,DEP,NULL,DVJ 08-Apr-25 15:22 GMT+10:00:     Publish the attached update note.,minor,Documentation or update note only,Update note,Update note,CargoWise upgrade package 25.4.7 released,
WI00882713,CLS,Add 'Audit Data' tab in CB Opening Receipt/ Payment form,13-03-2025 0:33,Publish,CLS,14-04-2025,Publish Update Note,DEP,6.7,"ANY 13-Mar-25 11:16 GMT+11:00:   Done Statement:  Add 'Audit Data' tab in CB Opening Receipt/ Payment form    Reference:  'Audit Data' tab in the following HLD document  HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=7bde1a3a-81a7-4f82-8445-2707a609d249&StorageDocPK=66ce0680-81ca-4646-b7e1-de3046fec54f&Domain=wtg.zone&Instance=ediProd&ServerName=ediprod.db.wtg.zone&DatabaseName=EDIPROD&Hash=%2bEVvK69S2gEGR1LbkAhscfl37He3F7vX0"" ANY 13-Mar-25 11:17:  File PRJ00050497 - Remove Audit Logs from Accounting tables.xlsx (High Level Document)",minor,Logging or audit-only change,,,Add 'Audit Data' tab in CB Opening Receipt/ Payment form,
WI00893638,CLS,TW - UCMP Migration - Outbound - UniversalCustomsMessageProcessor,07-04-2025 8:56,Publish,CLS,16-05-2025,Publish Update Note,DEP,40.83333333,"SCN 07-Apr-25 17:31 GMT+08:00:     https://wisetechglobal.sharepoint.com/:w:/r/sites/DevelopmentCustomsTeam/Shared%20Documents/JP%20CN%20TW/TW/Work%20Items/WI00893638%20-%20TW%20-%20UCMP%20Migration/WI00893638%20-%20TW%20-%20UCMP%20Migration.docx?d=w8f0797cf087a4c22a66c7be55f990cea&csf=1&web=1&e=A4oNfp    UPN:  HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=e6fae87f-2bd5-4185-a79a-56be2d61647a&StorageDocPK=cfefb795-ac8a-4b23-afde-8fa3dee9321a&Domain=wtg.zone&Instance=ediProd&Hash=%2bVtZz4C2ivW9EWjpcbeRgJYj80fa0lB9E"" CSY 12-May-25 15:58:  File WI00893638 - TW - UCMP Migration - Outbound - UniversalCustomsMessageProcessor.docx (Update Notes)    @PMs  Update the previous how to document will asign to HYPERLINK ""edient:Command=ShowEditForm&ControllerID=WorkItem&BusinessEntityPK=1679e4af-877b-4290-a7f7-44245edec293&VersionNumber=25.5.15.357&Domain=wtg.zone&Instance=ediProd&Hash=%2b%2bEHfnnEFPHPgNroWdfmgxAHn%2bUfrp%2b0R"" WI00909420 - 2BTW (HTD) Set up CargoWise for Taiwan Customs Messaging",minor,Minor tweak to existing behaviour,,,TW,UCMP Migration - Outbound - UniversalCustomsMessageProcessor
WI00871680,CLS,IE UCC5: Add data elements to captions Part 3,19-02-2025 12:31,Publish - Incoterm And IncotermPlace when declaration not saved,CLS,10-06-2025,Publish Update Note,DEP,47.43333333,Done: Data elements are visible on the Customs Declaration UI for Entry type IMP and Submit Type V1.  Link to Design: https://wisetechglobal.sharepoint.com/:w:/r/sites/DevelopmentCustomsTeam/Shared%20Documents/EU/IE/AIS%20UCC5%20Imports/UI/WI00871680%20%E2%80%93%20IE%20UCC5%20%E2%80%93%20Add%20Data%20Elements%20to%20captions%20Part%203.docx?d=w4b2c1007e5fb447ea32a50a722a9c736&csf=1&web=1&e=of1wwW,minor,Cosmetic text or caption update,IE UCC5,IE UCC5,Add data elements to captions Part 3,
WI00884098,CLS,ACAS - Item 12 - Customer Account Billing Type [NEW LOGIC],17-03-2025 3:47,Publish,CLS,11-07-2025,Publish Update Note,DEP,80.73333333,"SKW 13-May-25 13:51 GMT+10:00:   This work item will bring some changes for existing functionality to find the Customer Account Billing Type. HYPERLINK ""https://svc-ediprod.wtg.zone/Services/link/ShowEditForm/NewWorkItem/5e8e0ccf-fde3-4053-b67b-43e15db63dc1?lang=en-gb"" WI00835773 - ACAS - Item 11-12 - Customer Account Establishment Date and Billing Type  Current logic is here. https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev?path=%2FEnterprise%2FProduct%2FOperations%2FFreight%2FForwarding%2FForwarding.Business%2FExportAWB%2FExportAWBHeader%2FCountryHandlers%2FUsaACASCountryHandler.cs&version=GBmaster&line=587&lineEnd=587&lineStartColumn=15&lineEndColumn=44&lineStyle=plain&_a=contents    SKW 26-May-25 15:19 GMT+10:00:   1. For controller customer, consignor and consignee, it will change to check field <OH_IsDebtor>(is 'Receivables'), and then get it from OB_ARCreditAgreedPaymentMethod field. If no agree payment method found, it will get registry Accounting > Receivable Defaults > Default Receipt Type   Current logic is check is Payables and get it from OB_APCreditAgreedPaymentMethod and get Accounting > Payable Defaults > Default Payment Type     For sending agent, it remain the same.    2. Add DefaultReceiptType in Accounting.cs to get registry value Accounting > Receivable Defaults > Default Receipt Type     3. Add (PPY, BLL) to CWToACASBillingTypeDictionary  https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev?path=%2FEnterprise%2FProduct%2FOperations%2FFreight%2FForwarding%2FForwarding.Business%2FExportAWB%2FExportAWBHeader%2FCountryHandlers%2FUsaACASCountryHandler.cs&version=GBmaster&line=750&lineEnd=750&lineStartColumn=46&lineEndColumn=75&lineStyle=plain&_a=contents    4. When load data (include OB_ARCreditAgreedPaymentMethod ) from OrgCompanyData, it will be changed to filtered by US companyPK. Currently it is filtered by logged in company PK.  https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev?path=%2FEnterprise%2FProduct%2FOperations%2FMasterFiles%2FBusiness%2FMasterFiles.Business%2FOrganisation%2FMain%2FOrgHeader%2FOrgHeader.cs&version=GBmaster&line=1860&lineEnd=1860&lineStartColumn=4&lineEndColumn=80&lineStyle=plain&_a=contents  We need to find the OrgCompanyData from the company located in US to ensure the AgreedPaymentMethod field has the correct value.  If there is one US company and AgreedPaymentMethod  has value, then return the value.  If there is no US company, or no data for US company, return empty as not found.  if there is more than one US company, return registry Accounting > Receivable Defaults > Default Receipt Type (for OB_ARCreditAgreedPaymentMethod) or Accounting > Payable Defaults > Default Payment Type (for OB_APCreditAgreedPaymentMethod).    Spike PR: HYPERLINK ""https://devops.wisetechglobal.com/wtg/CargoWise/_git/Dev/pullrequest/334922?_a=files"" Pull request 334922: WI00884098 Spike - Repos    RNR 17-Apr-25 12:01 GMT+10:00: As development had yet to be started, system enhancements to consider ""BILL - Periodic Billing"" and checking A/P and A/R setup using country account location for the determined Org. will be handled in this WI. Revised HLD here: HYPERLINK ""edient:Command=ShowStorageDoc&BusinessEntityPK=b94e6579-c4d8-4e41-b60a-a41658571dbb&StorageDocPK=878af6b9-7c41-4ab2-a253-a5ea63a50aa7&Domain=wtg.zone&Instance=ediProd&ServerName=ediprod.db.wtg.zone&DatabaseName=ediprod&Hash=%2buTkV5%2f%2b0%2fZdnV24n9Oq0pMElmBgDYqID"" RNR 17-Apr-25 12:19:  File HLD v2.docx (High Level Design) for reference.    RNR 10-Apr-25 10:49 GMT+10:00: Request to consider ""BILL - Periodic Billing"" will be raised in a new WI once agreement is reached with DHL, as well as any possible changes to existing logic around Controlling Customer fallback to Pickup/Delivery Agent instead of Shipper/Consignee.    EHG 18-Mar-25 13:40 GMT+11:00: This WI needs to be patched.    RNR 17-Mar-25 14:48 GMT+11:00: RNR 17-Apr-25 12:25 GMT+10:00: *** UPDATED ***    Done Statement:    1. For non-direct FWB we should check for 'Payables' flag in Organisation, FHL we should check for 'Receivables' flag in Organisation and direct FWB we should check 'Receivables' flag in Organisation;  2. For the FWB of a non-direct Consol, system checks A/P tab of the Sending Agent then sends its Agreed Payment Method in the message and if blank, falls back to System Registry;  3. For the FHL of a non-direct Consol, system checks the A/R tab of the determined Org. (Controlling Customer, Shipper or Consignee) then sends its Agreed Payment Method in the message and if blank, falls back to System Registry;  4. For the FWB of a direct Consol, system checks the A/R tab of the determined Org. (Controlling Customer, Shipper or Consignee) then sends its Agreed Payment Method in the message and if blank, falls back to System Registry;  5. For all message and Org. types, if the determined Org. is flagged as both A/P and A/R, system checks the A/R tab then sends its Agreed Payment Method in the message and if blank, falls back to System Registry;  6. For all message and Org. types, Agreed Payment Method is captured based on the country location of the determined Organisation (i.e. Sending Agent, Controlling Customer, Shipper or Consignee) record and if blank, falls back to System Registry;  7. New mapping to be added for ACAS code ""BILL - Periodic Billing"" - should be mapped to CargoWise code ""PPY"" and sent within FWB/FHL messages;",,,,,ACAS,Item 12 - Customer Account Billing Type [NEW LOGIC]
WI00927688,CLS,[ING] Add resolution as a field,25-06-2025 5:04,Publish,CLS,07-08-2025,Publish Update Note,DEP,12.78333333,"Add a text box field ""Resolution"" to the Incident Management Group, so that it's in line with the major incident post-mortem document.    Specs: HYPERLINK ""https://wisetechglobal-my.sharepoint.com/:x:/p/wally_crocker/EXqQHSPcb7FAt_dy9UeE-hMBIkuplHuBMvt5pITUz8bydg?e=zmrG5K"" Specification - WI00926788 - Add resolution as a field.xlsx    FMT 03-Jul-25 11:44 GMT+10:00: Design:  IncidentManagementGroup.cs  - we need to create a new property called ResolutionText  - this property will be of type UniqueText (see InitialSymptomsText for example)  - we also need to add the new property on EDIPredefinedNoteTypes (see IncidentManagementGroupInitialSymptoms for example)  IncidentManagementGroupDetailsUserControl.Designer.cs  - add the new textbox between rootCauseTextBox and businessImpactDescriptionTextBox  - the textbox should be multiline component as rootCauseTextBox",,,,,[ING] Add resolution as a field,
